Tweets,Category
"This World Environment, take an #OlaShare and do your bit to decongest your city and reduce your carbon footprint.
#FarakPadtaHai! https://t.co/sRkNDxHXRa",0
"@quotevishu Hi, this is definitely not acceptable. We have reported both the driver partners and a stern action will be taken to ensure such (1/2)",1
@quotevishu instances are minimised in future. We strive to serve you better! (2/2),1
Take an #OlaMoney ride this weekend &amp; get ?600 instant discount on your next flight booking on @Goibibo! Know more: https://t.co/sPeEd4n8WA https://t.co/zaJXcirQJ2,0
Take an #OlaPlay &amp; share the video of you grooving to Raabtas track for a chance to meet the stars of the movie! https://t.co/WxonNLR0U0 https://t.co/Qio4F4Lr4R,1
When in Bombay go @Olacabs like @aakuvaish and @gauravmunjal suggested ???? Ola Prime https://t.co/UX9kVYc99Z,1
How Sehwag and Ola Stumped Twitter with #FarakPadtaHai https://t.co/NJmhnBzlzX,0
"[Partner] Ola, @virendersehwag join hands to tackle the issue of pollution with #FarakPadtaHai?

https://t.co/I4y9HYLEZT https://t.co/EPocplleVX",1
Genius idea whoever came up with this https://t.co/tV8irchUtL,0
".Great to see so much concern.Traffic &amp; pollution r real issues! This World Environment Day,Ola Share karo, congestion ghatao #FarakPadtaHai https://t.co/squOq840KQ",1
Take an #OlaPlay &amp; share a video of you grooving to Raabtas track and meet the movie's stars #RaabtaOnOlaPlay https://t.co/WxonNLR0U0 https://t.co/NMhlOXhRaj,1
"#WorldEnvironmentDay Starting tomorrow, buy Share Pass at Re.1 &amp; enjoy flat fares on #OlaShare
 #FarakPadtaHai https://t.co/toe6aJNlh5 https://t.co/AOBTtZXYUT",1
"One more reason to stay up late tonight! Starting midnight, you can buy an #OlaShare pass for just Re1. Only 2hrs to go!
#FarakPadtaHai https://t.co/cmyM0qwOvQ",0
"@soumyadip6 It's exactly at Re.1. Check your app, and pick the one most suited for you.",0
@HarishKotra Yes for all! You can read all about it here: https://t.co/3UG6ob02Zk,1
Happy #WorldEnvironmentDay everyone! The Share Pass Sale is now LIVE. Open your Ola App and grab your pass now at just Re1. #FarakPadtaHai https://t.co/UDR73tds7i,1
@binnyjohnk Could you try again? Should work.,0
#mondaymotivation Buy an #OlaShare Pass today at just Re1! Ride share your way to work for a healthier environment! #WorldEnvironmentDay2017,1
"On #WorldEnvironmentDay, let us pledge to share our rides to reduce congestion and pollution. #OlaShare se #FarakPadtaHai https://t.co/9CnnsxjyY1",1
"@chandan805 Good move, Chandan! #FarakPadtaHai",1
@NykhilChopra Thanks Nikhil! #FarakPadtaHai,1
@kumaranand2555 And reduce traffic congestion in our metros! #FarakPadtaHai,0
"@HalfPeg Great choice! The environment would love you for it, as well! #FarakPadtaHai",1
"@mohitraj07 @theKumarAkshay More power to you, Mohit! #FarakPadtaHai",0
"@Born2bAwsome Yes, indeed! #FarakPadtaHai",1
@A2Afreen #MondayMotivaton #FarakPadtaHai,0
@Cool_bul_Pandey And reduce traffic congestion in your city at the same time #FarakPadtaHai,0
"Big thanks to the heroes of #Mumbai roads, helping in decongesting the city! @MumbaiPolice 
Let's do our bit, by ride-sharing #FarakPadtaHai https://t.co/E0b03GNScS",1
"You can buy your Share Pass at ?1, right from your Ola App and take your #OlaShare rides at flat fares! 
Here's how... #FarakPadtaHai https://t.co/uCPKd8xoVJ",1
"Thanks to Mr. Vikas Jaiswal, Dy. SP-Traffic Noida, for promoting the message of ride-sharing to make the city congestion free #FarakPadtaHai https://t.co/YZl1YV6CFv",1
Shop &amp; grab your Free 5-Ride @Olacabs Share Pass between 5th-9th June #FarakPadtaHai #WorldEnvironmentDay. Know More https://t.co/GF8XFemTwq,1
@vijayendra82 Awesome Vijayendra! You've just taken a step in reducing the traffic congestion in your city. #FarakPadtaHai,1
"Thanks @Flipkart 
Grab your #OlaShare pass today at a limited offer price of Re.1! Open the app, and get it now. #FarakPadtaHai https://t.co/RInTUPqiIY",1
"This #WorldEnvironmentDay, for Re.1, get  an @Olacabs Share Pass worth Rs. 199/- &amp; your Re 1 will be donated to our work! #FarakPadtaHai https://t.co/tGptSFLnCR",1
Team India Mixed is happy to have @Olacabs as their mobility partner! Lets reduce emissions &amp; congestion in our cities #FarakPadtaHai,1
"Music &amp; rides are more fun when shared!
This #WorldEnvironmentDay, we're with @Olacabs in support of their OlaShare #FarakPadtaHai campaign. https://t.co/UxaGMtoTRy",1
"Well said @gaana!
Have you bought your Share Pass? It's at Re.1 and you don't want to miss it.
#WorldEnvironmentDay #FarakPadtaHai https://t.co/xekEBZ0W1S",1
"@thinkphi @anandmahindra @bhash @MahindraElctrc Great thought! Every step counts, hence this #worldenvironmentday we're giving share pass at re.1 to encourage ride-sharing. #farakpadtahai",1
"#WorldEnvironmentDay might be over but our commitment to greener commute has not.
Buy your #OlaShare pass for Re.1 today #FarakPadtahai",1
"#Bengaluru Pick the location with the most traffic congestion in the city! 
Let us know if we've missed any, in the replies #FarakPadtaHai",0
@Deckle_Edge You will be able to. We are working on.,0
"#Mumbai What's the worst place to be stuck in a traffic jam? 
If you think we had missed any, let us know in the replies #FarakPadtaHai",0
"Hey Delhities, want to meet the stars of Raabta? Reply with #RaabtaonOlaPlay and stand a chance to meet and greet the stars. #OlaPlay https://t.co/X84fjBXlEm",1
"Yo @blrcitytraffic, thanks for making sense of the madness that is traffic.",0
"@BangaloreMirror @BlrCityPolice @blrcitytraffic @WeAreBangalore 
Which is the most congested traffic signal in #Bengaluru ? #FarakPadtaHai https://t.co/6YcCYjuntX",0
"@_5anchit Congrats Sanchit, DM us your phone number and email ID and we will get in touch with you for the meet &amp; greet details. #RaabtaonOlaPlay",1
"@AskTamesh Congrats Tamesh, DM us your phone number and email ID and we will get in touch with you for the meet &amp; greet details. #RaabtaonOlaPlay",1
"@saya_sonam Congrats Saya, DM us your phone number and email ID and we will get in touch with you for the meet &amp; greet details. #RaabtaonOlaPlay",1
.@silk_board You're leading the race. https://t.co/6YcCYjuntX,0
"@fashionistaTS Hey Tanya, you have won couples tickets to the movie Raabta. #RaabtaOnOlaPlay Have fun!",1
"@parul1702 Hey Parul, you have won couple tickets to the movie Raabta. #RaabtaOnOlaPlay",1
"@deepak_here Hey Deepak, you have won couple tickets to the movie Raabta. #RaabtaOnOlaPlay",1
"@i_spunky Hey Indever, you have won couple tickets to the movie Raabta. #RaabtaOnOlaPlay",1
"@nishchaymehta17 Hi Nishchay, you have won couple tickets to the movie Raabta. Please DM us your email ID and phone number. #RaabtaOnOlaPlay",1
"@iamachaljain Dear Achal, you have won couple tickets to the movie Raabta. DM us your email ID and phone number. #RaabtaOnOlaPlay",1
"@chopra_hunny Hey Hrithik, you have won couple tickets to the movie Raabta. DM us your email ID and phone number. #RaabtaOnOlaPlay",1
"@anshulagg22 Hey Anshul, you have won couple tickets to the movie Raabta. DM us your phone number and email ID. #RaabtaonOlaPlay",1
Thanks @blrcitytraffic &amp; @BlrCityPolice for participating in #FarakPadtaHai campaign promoting ride-sharing to reduce congestion &amp; pollution https://t.co/rCBK7PknNj,1
"@AkshikaKhatri Hey Akshika, you have won couple tickets to the movie Raabta. DM us your email ID and phone number. #RaabtaOnOlaPlay",1
@i_spunky Please DM us your email ID and phone number.,1
"Sunday or Friday, Night or noon,
Always pay flat fares on Share rides!
Buy your SharePass at just ?1
#FarakPadtaHai 
https://t.co/YScYpE7daX https://t.co/JXiafwCSR0",1
"With Share Pass, pay less and save more on every #OlaShare ride! Now buy your share pass at just ?1 https://t.co/YScYpE7daX  #FarakPadtaHai https://t.co/mmCZm34wpE",1
https://t.co/m1jkKIiybD @Olacabs Mumbai has the most people with #Wanderlust according to this #OlaOutstation survey.,0
@AratiRaval We agree and apologize for allowing it to happen.. We'll ensure this is removed immediately.,1
"Travel to the office on flat fares.
Hurry up and buy Share Pass at just Re.1. Limited period offer. #OlaShare se #FarakPadtaHai.",1
"Now, you can also buy your Share Pass at ?1, right from the web from your mobile or PC. Check it out https://t.co/bHxXBQcBbb #FarakPadtaHai https://t.co/WZNhwlFqQK",1
"We've reached the road to stardom! 100K followers &amp; still counting. Thanks, Twitteratis for the constant support. https://t.co/G18FcR9kzV",1
#Delhi what is the worst place to get stuck in traffic! #FarakPadtaHai,0
"?? 100k followers and counting... Thanks for all the follows! Stay awesome ????

https://t.co/MnbG4MiBLn",1
@SaifiFiroz Thanks Firoz ??,1
"@Vijay_Rock7 We've got something awesome come your way, tomorrow. #StayTuned",1
"#WednesdayWisdom For Re.1, get  an @Olacabs Share Pass worth Rs. 199/- &amp; your Re 1 will be donated to our work! #FarakPadtaHai https://t.co/vy8OqI5ykt",1
"On an average, we spend 4.6 years of our life in traffic! Now, you have the power to take back #OneExtraHour by ride-sharing #FarakPadtaHai https://t.co/oijTD6lIIU",0
"What would do if you have #OneExtraHour in your day? Citizen Eco-Drive watches up for grabs! Details: https://t.co/uUh84gzGhr
#FarakPadtaHai https://t.co/RbrjPQLeOS",0
@m4messi Most popular answer! #OneExtraHour #FarakPadtaHai,1
@harini_23 Why?  #OneExtraHour,0
Amen to that! #FarakPadtaHai https://t.co/4XIBFOEv0H,0
Branding Indias first Electric Car Fleet by @AverageIntel https://t.co/deuM4r2uoV @Olacabs @bloodyc,0
.@noidapolice noidapolice thank you for supporting @Olacabs #WorldEnvironmentDay You guys helped make a difference #FarakPadtaHai https://t.co/EuDcIYCJwe,1
@rachit_g2 We're sure it is! #OneExtraHour #FarakPadtaHai,1
@krishnarebels A great way to spend #OneExtraHour #FarakPadtaHai,1
#Bengaluru Travel at a flat fare on your #OlaShare rides with Share Pass. Now buy yours at just ?1 - https://t.co/qdG7I5dXp3  #FarakPadtaHai https://t.co/jrk4Ywv4Re,1
"Great initiative for #WorldEnvironmentDay, @Olacabs! Ride-sharing helps decongest roads and we hope it becomes a way of life. #FarakPadtaHai https://t.co/1o8cKubZt3",1
"@rohit2250 @smart_mumbaikar That's why we encourage everyone to ride-share. Take #OlaShare, isse #FarakPadtaHai",1
@OyeHooye @RidlrMUM @smart_mumbaikar @UberINSupport That's why we encourage everyone to ride-share #FarakPadtaHai,1
"@digitalaumkara Great job, Aumkar! You've taken the first step to reduce traffic congestion in your city! #FarakPadtaHai",1
"#Delhi Buy your Share Pass at just ?1 and travel at flat ?50, upto 8km on your #OlaShare rides. https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/I4HLxEQTB5",1
"#Mumbai Now, buy your Share Pass at just ?1 and travel at flat ?60, upto 8km on your #OlaShare rides. https://t.co/Yuuqv2xQ9x #FarakPadtaHai https://t.co/wcUCsMzlIS",1
"#Chennai Buy your Share Pass at just ?1 and travel at flat ?50, upto 8km on your #OlaShare rides. https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/lCo1b3mTij",1
"#Kolkata Buy your Share Pass at just ?1 and travel at flat ?50, upto 8km on your #OlaShare rides. https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/3xgc9TdDPf",1
"#Hyderabad Now, buy your Share Pass at just ?1 &amp; travel at flat ?60 upto 8km on your #OlaShare rides. https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/O3Tk5BPC4Q",1
Travel with no peak pricing during rush hour with Share Pass. Buy yours at just ?1 on the app or web  https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/MxXpDw6R0e,0
"#Pune Now, buy your Share Pass at just ?1 and travel at flat ?50, upto 8km on your #OlaShare rides. https://t.co/Yuuqv2Pr15 #FarakPadtaHai https://t.co/YkqWeNtRzI",1
Watch exclusive interviews and behind the scenes of Raabta only on #OlaPlay. #RaabtaonOlaPlay https://t.co/6pCwb4yuR8,1
"@PWNeha Neha, you make a valid point, and we'll ensure it is strictly implemented across all cabs.",1
"@leenadhankhar Definitely, Leena. ??",1
Last 2 days to get your Share Pass at ?1! Your #OlaShare rides on flat fares is just a click away! https://t.co/Yuuqv2xQ9x #FarakPadtaHai https://t.co/saXuVPmnqR,1
Have you got your Share Pass yet? Last day to buy your Share Pass at just ?1 https://t.co/Yuuqv2xQ9x #FarakPadtaHai https://t.co/QdDGiSKwse,1
"@tvgomathi Hi, please refer to the following link for more information on charges related to outstation bookings: https://t.co/ZtdxQGpPrx",0
Last chance to grab your Share Pass at ?1. Ask your friends to get theirs too. Offer ends @ midnight https://t.co/Yuuqv2Pr15  #FarakPadtaHai https://t.co/SFTSPucumv,1
"Thanks for sharing the amazing ways you would spend the #OneExtraHour. 
We'll announce the winners in a few hours #StayTuned #FarakPadtaHai",1
The hard working driver partners of Pune have won the OPL. They are now the proud owners of Maruti Ciaz. Congrats. #OPL https://t.co/ZHUsSbJk4Y,1
Share your ride. #FarakPadtaHai https://t.co/ZYlarcGHJj,1
Incredibly inspired by the dedication of lacs of Ola driver-partners. Well done @olacabs #OPL was indeed a unique initiative.More power to U https://t.co/bQlr3wx2gH,1
Congrats @Manaal_M16 &amp; @kirtibasal! You've won yourself a Citizen Eco-Drive watch #OneExtraHour! Pls check your DM #FarakPadtaHai,1
#Bengaluru Book an #OlaShare to travel anywhere in the city at just ?40 for 5km between 11AM &amp; 5PM #FarakPadtaHai https://t.co/QAdXEcAKkY https://t.co/8QAbGSBcq4,0
"@nayanikhurana Great to know that you had an amazing, music-filled ride! Wish you a wonderful day ahead, Nayani! #OlaPlay",1
@Zarringhalam Ola Play- entertainment is its true-calling. #LetsPlay,1
"#Delhi Say ""Aye"" &amp; WIN free couple passes to the musical night with @TheLocalTrain at Farzi Cafe, CP! https://t.co/3aNbRN9nY1  #OlaPlay https://t.co/0dTfgHylmK",1
@ChhotaThalaiva On bhai! Have a safe ride.,1
"@SaifiFiroz @TheLocalTrain @BabuBeg @SanaTokre @rvirgo9 @smojawala Congrats, Firoz, you've won yourself a couple pass to the music night with @TheLocalTrain. Please check your DM.",1
"@RuchiTweetsReal @TheLocalTrain Congrats, Ruchi, you've won yourself a couple pass to the music night with @TheLocalTrain. Please check your DM.",1
"Now catch our music videos on @Olacabs  Play. 
Book a Prime Play today to check our latest track ""Khudi"" &amp; enjoy the ride!
#tlt #ola https://t.co/wfettuaIYf",1
"""Humbling to meet and felicitate the winners of the first ever #OPL in Pune. Associating with @Olacabs has been a thrilling experience"" https://t.co/qgOlz3noFp",1
"@DeepakVisva @rehanyarkhan @bhash #Facepalm  In our defense, it is Friday. 
On a serious note, this is a quite a slip up. We're going to look into how this happened.",1
"Share an offbeat destination in India &amp; stand a chance to win weekend package stay at Treebo Hotels. #IndiaOffbeat
https://t.co/KQdeF4ue9X https://t.co/fyHnVMsWb3",1
"Introducing Happy Pricing! Now, enjoy lower fares than usual during non-peak hours. #HappyPricingonOla
Learn more: https://t.co/wGpPw3skdR https://t.co/Y6KWLb9PnL",1
"To those who say very little, but always go the distance, Happy Father's Day! 
#FathersDay https://t.co/9sCKWLO7t5",1
